77,6,83,71,462,12.83
87,23,110,64,2001,3.78
86,61,147,25,5246,1.41
30,69,99,-39,2070,0.43
47,86,133,-39,4042,0.55
85,61,146,24,5185,1.39
32,5,37,27,160,6.40
25,65,90,-40,1625,0.38
83,86,169,-3,7138,0.97
18,95,113,-77,1710,0.19
29,97,126,-68,2813,0.30
47,1,48,46,47,47.00
86,61,147,25,5246,1.41
91,29,120,62,2639,3.14
61,82,143,-21,5002,0.74
17,88,105,-71,1496,0.19
6,63,69,-57,378,0.10
49,62,111,-13,3038,0.79
98,81,179,17,7938,1.21
67,89,156,-22,5963,0.75
45,79,124,-34,3555,0.57
36,73,109,-37,2628,0.49
47,49,96,-2,2303,0.96
35,2,37,33,70,17.50
80,54,134,26,4320,1.48
43,1,44,42,43,56
65,83,148,-18,5395,0.78
8,98,106,-90,784,0.08
14,99,113,-85,1386,0.14
24,31,55,-7,744,0.77
47,12,59,35,564,3.92
45,32,77,13,1440,1.41
25,31,56,-6,775,0.81
88,55,143,33,4840,1.60
69,63,132,6,4347,1.10
51,90,141,-39,4590,0.57
13,94,107,-81,1222,0.14
63,62,125,1,3906,1.02
73,28,101,45,2044,2.61
94,26,120,68,2444,3.62
46,29,75,17,1334,1.59
11,27,38,-16,297,0.41
51,75,126,-24,3825,0.68
10,18,28,-8,180,0.56
84,89,173,-5,7476,0.94
99,45,144,54,4455,2.20
13,77,90,-64,1001,0.17
49,44,93,5,2156,1.11
48,66,114,-18,3168,0.73
98,15,113,83,1470,6.53
22,96,118,-74,2112,0.23
100,52,152,48,5200,1.92
87,77,164,10,6699,1.13
9,13,22,-4,117,0.69
24,14,38,10,336,1.71
75,25,100,50,1875,3.00
45,10,55,35,450,4.50
39,96,135,-57,3744,0.41
74,6,80,68,444,12.33
63,81,144,-18,5103,0.78
75,27,102,48,2025,2.78
50,99,149,-49,4950,0.51
83,33,116,50,2739,2.52
12,18,30,-6,216,0.67
1,13,14,-12,13,0.08
96,41,137,55,3936,2.34
83,92,175,-9,7636,0.90
65,2,67,63,130,32.50
45,26,71,19,1170,1.73
24,30,54,-6,720,0.80
73,61,134,12,4453,1.20
20,20,40,0,400,1.00
94,52,146,42,4888,1.81
63,45,108,18,2835,1.40
82,30,112,52,2460,2.73
65,44,109,21,2860,1.48
23,50,73,-27,1150,0.46
98,46,144,52,4508,2.13
62,85,147,-23,72,0.73
37,88,125,-51,3256,0.42
69,63,132,6,4347,1.10
7,7,14,0,49,1.00
68,58,126,10,3944,1.17
1,44,45,-43,44,0.02
76,62,138,14,4712,1.23
95,71,166,24,6745,1.34
95,87,182,8,8265,47
14,81,95,-67,1134,0.17
73,19,92,54,1387,3.84
45,81,126,-36,3645,0.56
6,65,71,-59,390,0.09
42,49,91,-7,2058,0.86
26,8,34,18,208,3.25
59,44,103,15,2596,1.34
9,37,46,-28,333,0.24
40,41,81,-1,1640,0.98
65,59,124,6,3835,1.10
76,59,135,17,4484,1.29
46,11,57,35,506,4.18
10,91,101,-81,910,0.11
31,92,123,-61,2852,0.34
64,70,134,-6,4480,0.91
11,91,102,-80,1001,0.12
44,63,107,-19,2772,0.70
26,38,64,-12,988,0.68
31,34,65,-3,1054,22
73,72,145,1,5256,1.01
41,65,106,-24,2665,0.63
74,64,138,10,4736,1.16
39,32,71,7,1248,1.22
83,73,156,10,6059,1.14
60,53,113,7,3180,1.13
88,92,180,-4,8096,0.96
24,11,35,13,264,2.18
24,33,57,-9,792,0.73
1,87,88,-86,87,0.01
89,21,110,68,1869,4.24
23,44,67,-21,1012,0.52
52,51,103,1,2652,1.02
37,59,96,-22,2183,0.63
97,99,196,-2,9603,0.98
59,6,65,53,354,9.83
77,79,156,-2,6083,0.97
51,2,53,49,102,25.50
58,76,134,-18,45,0.76
32,66,98,-34,2112,0.48
43,44,87,-1,1892,0.98
74,94,168,-20,6956,0.79
20,24,44,-4,480,0.83
85,15,100,70,1275,5.67
96,95,191,1,9120,1.01
94,96,190,-2,9024,0.98
38,51,89,-13,1938,0.75
64,68,132,-4,4352,0.94
97,82,179,15,7954,1.18
69,66,135,3,4554,1.05
78,26,104,52,2028,3.00
28,47,75,-19,1316,0.60
54,67,121,-13,3618,0.81
38,87,125,-49,3306,0.44
85,96,181,-11,8160,0.89
34,99,133,-65,3366,0.34
56,38,94,18,2128,1.47
10,83,93,-73,830,0.12
88,89,177,-1,7832,0.99
13,100,113,-87,1300,0.13
16,12,28,4,192,1.33
88,94,182,-6,8272,0.94
34,98,132,-64,3332,0.35
98,48,146,50,4704,2.04
13,94,107,-81,1222,0.14
75,14,89,61,1050,5.36
43,75,118,-32,3225,0.57
56,23,79,33,1288,2.43
69,30,99,39,2070,2.30
49,82,131,-33,4018,0.60
6,100,106,-94,600,0.06
32,17,49,15,544,1.88
25,57,82,-32,1425,0.44
93,45,138,48,4185,2.07
7,18,25,-11,126,0.39
91,72,163,19,6552,1.26
15,79,94,-64,1185,0.19
14,83,97,-69,1162,0.17
43,3,46,40,129,14.33
45,78,123,-33,3510,0.58
52,70,122,-18,3640,0.74
100,74,174,26,7400,1.35
27,7,34,73,189,3.86
72,6,78,66,432,12.00
69,15,84,54,1035,4.60
87,26,113,61,2262,3.35
53,71,124,-18,3763,0.75
74,89,163,-15,6586,0.83
68,69,137,-1,4692,0.99
62,34,96,28,2108,1.82
35,89,124,-54,3115,0.39
1,74,75,-73,74,0.01
59,66,125,-7,3894,0.89
91,32,123,59,2912,2.84
79,83,162,-4,6557,0.95
46,12,58,34,552,3.83
21,7,28,14,147,3.00
29,69,98,-40,2001,0.42
2,53,55,-51,106,0.04
77,95,172,-18,7315,0.81
72,37,109,35,2664,1.95
22,34,56,-12,748,0.65
29,15,44,14,435,1.93
40,87,127,-47,3480,0.46
6,4,10,2,24,1.50
52,23,75,29,1196,2.26
99,27,126,72,2673,3.67
70,79,149,-9,5530,0.89
38,5,43,33,190,7.60
15,64,79,-49,960,0.23
59,22,81,37,1298,2.68
84,31,115,53,2604,48
35,91,126,-56,3185,0.38
25,89,114,-64,2225,0.28
86,31,117,55,2666,2.77
42,69,111,-27,35,0.61
84,21,105,63,1764,4.00
65,43,108,22,2795,1.51
65,84,149,-19,5460,0.77
91,62,153,29,5642,1.47
57,56,113,1,3192,1.02
76,62,138,14,4712,1.23
35,3,38,32,105,11.67
51,44,95,7,2244,1.16
87,82,169,5,7134,1.06
7,74,81,-67,518,0.09
28,95,123,-67,2660,0.29
66,45,111,21,2970,1.47
11,92,103,-81,1012,0.12
2,17,19,-15,34,0.12
10,66,76,-56,660,0.15
58,32,90,26,1856,1.81
3,49,52,-46,147,0.06
36,3,39,33,108,12.00
62,29,91,33,1798,2.14
60,3,63,57,180,20.00
41,25,66,16,1025,1.64
2,62,64,-60,124,0.03
13,19,32,-6,247,0.68
63,24,87,39,1512,2.63
51,37,88,14,1887,1.38
86,29,115,57,2494,2.97
11,95,106,-84,1045,0.12
12,59,71,-47,708,0.20
25,13,38,12,325,1.92
58,26,84,32,1508,2.23
3,71,74,-68,213,0.04
26,93,119,-67,2418,0.28
100,18,118,82,1800,5.56
50,22,72,28,1100,2.27
88,47,86,41,4136,1.87
59,13,72,46,767,4.54
59,92,151,-33,5428,0.64
78,65,143,13,5070,1.20
85,100,185,-15,8500,0.85
13,7,20,6,91,1.86
64,24,88,40,1536,2.67
26,72,98,-46,1872,0.36
63,25,88,38,1575,2.52
2,16,18,-14,32,0.13
86,32,118,54,2752,2.69
95,94,189,1,8930,1.01
94,45,139,49,4230,2.09
57,93,150,-36,5301,0.61
93,8,101,85,744,11.63
41,9,50,32,369,4.56
52,19,71,33,988,2.74
4,40,44,-36,160,0.10
72,87,159,-15,6264,0.83
58,3,61,55,51,19.33
45,88,133,-43,3960,0.51
97,6,103,91,582,16.17
73,73,146,0,5329,1.00
3,76,79,-73,228,0.04
30,83,113,-53,2490,0.36
58,90,148,-32,5220,0.64
91,29,120,62,2639,3.14
55,80,135,-25,4400,0.69
37,15,52,22,555,2.47
38,29,67,9,1102,1.31
67,97,164,-30,6499,0.69
8,15,2,-7,120,0.53
86,6,92,80,516,14.33
90,66,156,24,5940,1.36
85,55,140,30,4675,1.55
95,59,154,36,5605,1.61
11,12,23,-1,132,0.92
63,79,142,-16,4977,0.80
35,92,127,-57,3220,0.38
88,48,136,40,4224,1.83
38,77,115,-39,2926,0.49
16,28,44,-12,448,0.57
100,10,110,90,1000,10.00
43,98,141,-55,4214,0.44
39,5,44,34,195,7.80
55,89,144,-34,4895,0.62
48,83,131,-35,3984,0.58
12,76,88,-64,912,0.16
57,15,72,42,855,3.80
57,18,75,39,1026,3.17
33,73,106,-40,2409,0.45
77,43,120,34,3311,1.79
78,71,149,7,5538,1.10
93,89,182,51,8277,1.04
47,93,140,-46,4371,0.51
19,67,86,-48,1273,0.28
58,30,88,28,1740,1.93
29,89,118,-60,2581,0.33
90,70,160,20,6300,1.29
65,85,150,-20,5525,0.76
98,65,163,33,6370,1.51
9,92,101,-83,828,0.10
13,36,49,-23,468,0.36
92,93,185,-1,8556,0.99
3,77,80,-74,231,0.04
85,99,184,-14,8415,0.86
20,84,104,-64,1680,0.24
47,20,67,27,940,2.35
11,15,26,-4,165,0.73
75,41,116,34,3075,1.83
3,82,85,-79,246,0.04
37,13,50,24,481,2.85
45,19,64,26,855,2.37
90,19,109,71,1710,4.74
44,69,113,-25,3036,0.64
63,32,95,31,2016,1.97
51,46,97,5,2346,1.11
22,22,44,0,484,1.00
87,84,171,3,7308,1.04
53,93,146,-40,4929,0.57
52,5,57,47,260,10.40
55,53,108,2,2915,1.04
8,26,34,-18,208,0.31
51,5,56,46,255,10.20
72,88,160,-16,6336,24
41,20,61,21,820,2.05
97,69,166,28,6693,1.41
6,23,29,-17,138,0.26
56,61,117,-5,3416,0.92
75,14,89,61,1050,5.36
40,94,134,-54,3760,0.43
79,30,109,49,2370,2.63
85,54,139,31,4590,1.57
76,32,108,44,2432,2.38
18,47,65,-29,846,0.38
67,25,92,42,1675,2.68
94,33,127,61,3102,2.85
13,28,41,-15,364,0.46
2,46,48,-44,92,0.04
45,82,127,-37,3690,0.55
23,72,95,-49,1656,0.32
74,100,174,-26,7400,0.74
42,22,64,20,924,1.91
5,76,81,-71,380,0.07
27,47,74,-20,1269,0.57
52,47,99,5,2444,1.11
29,69,98,-40,2001,0.42
8,16,24,-8,128,0.50
40,53,93,-13,2120,0.75
81,40,121,41,3240,2.03
37,19,56,18,703,1.95
79,61,140,18,4819,1.30
60,16,76,44,960,3.75
76,83,159,-7,6308,59
63,85,148,-22,5355,0.74
37,7,44,30,259,5.29
56,56,112,0,3136,1.00
95,4,99,91,380,23.75
66,74,140,-8,4884,0.89
37,37,74,0,1369,1.00
49,79,128,-30,3871,0.62
20,8,28,12,160,2.50
7,87,94,-80,609,0.08
67,80,147,-13,5360,0.84
13,57,70,-44,741,0.23
7,91,98,-84,637,0.08
66,50,116,16,3300,1.32
23,98,121,-75,2254,0.23
30,57,87,-27,1710,0.53
25,8,33,17,200,3.13
55,11,66,44,605,5.00
38,44,82,-6,1672,0.86
44,21,65,23,924,2.10
31,89,120,-58,2759,0.35
79,55,134,24,4345,1.44
41,33,74,8,1353,1.24
54,10,64,44,540,5.40
43,27,70,16,1161,1.59
64,91,155,-27,5824,0.70
92,48,140,44,4416,1.92
51,29,80,22,1479,1.76
79,3,82,76,237,26.33
60,81,141,-21,4860,0.74
57,28,85,29,1596,2.04
86,70,50,16,6020,1.23
74,72,146,2,71,1.03
95,91,186,4,8645,1.04
90,61,151,29,5490,1.48
15,42,57,-27,630,0.36
6,46,52,-40,276,0.13
29,61,90,-32,1769,0.48
27,28,55,-1,756,0.96
90,31,121,59,2790,2.90
99,86,86,13,8514,1.15
4,50,54,-46,200,0.08
2,78,80,-76,156,0.03
20,22,42,-2,440,0.91
3,1,4,2,3,3.00
5,36,41,-31,180,0.14
27,74,101,-47,1998,0.36
51,48,99,3,2448,1.06
43,80,123,-37,3440,0.54
42,86,128,-44,3612,0.49
46,87,133,-41,4002,0.53
42,24,66,18,1008,1.75
63,33,96,30,2079,1.91
99,2,101,97,198,49.50
75,45,120,30,3375,1.67
21,32,53,-11,672,0.66
89,92,181,-3,8188,0.97
70,80,150,-10,5600,0.88
42,64,106,-22,2688,0.66
33,53,86,-20,1749,0.62
94,27,121,67,2538,3.48
82,33,115,49,2706,2.48
53,42,95,11,2226,1.26
41,82,123,-41,3362,0.50
76,86,162,-10,6536,0.88
54,17,71,37,918,3.18
56,42,98,14,2352,1.33
91,74,165,17,6734,1.23
8,40,48,-32,320,0.20
62,25,87,37,1550,2.48
7,96,103,-89,672,0.07
92,29,121,17,2668,3.17
62,99,161,-37,6138,0.63
25,83,108,-58,2075,0.30
78,100,178,-22,7800,0.78
10,32,42,-22,320,0.31
10,89,99,-79,890,0.11
78,57,135,21,4446,1.37
51,4,55,47,204,12.75
9,69,78,-60,621,0.13
83,5,88,78,415,16.60
87,8,95,79,696,10.88
8,90,98,-82,720,0.09
53,64,117,-11,3392,0.83
26,41,67,-15,1066,0.63
60,56,116,4,3360,1.07
41,31,72,10,1271,1.32
56,69,125,-13,3864,0.81
64,13,77,51,832,4.92
19,87,106,-68,1653,0.22
64,82,146,-18,5248,0.78
91,4,95,87,364,22.75
99,44,143,55,4356,2.25
18,38,56,-20,684,0.47
29,19,48,10,551,1.53
50,22,72,28,1100,2.27
29,7,36,22,203,4.14
18,52,70,-34,936,0.35
56,18,74,38,1008,3.11
13,90,103,-77,1170,0.14
67,7,74,60,469,9.57
24,69,93,-45,1656,0.35
49,72,121,-23,3528,25
71,86,157,-15,6106,0.83
5,82,87,-77,410,0.06
19,42,61,-23,798,0.45
27,22,49,5,594,1.23
62,94,156,-32,5828,0.66
8,12,20,-4,96,0.67
2,32,34,-30,64,0.06
20,3,23,17,60,6.67
60,37,97,23,2220,1.62
27,69,96,-42,1863,0.39
70,34,104,36,2380,2.06
49,92,141,-43,4508,0.53
80,85,165,-5,6800,0.94
60,6,95,54,360,10.00
21,51,72,-30,1071,0.41
45,42,87,3,1890,1.07
26,78,104,-52,2028,0.33
58,83,141,-25,4814,0.70
51,21,72,38,1071,2.43
16,17,33,-1,272,0.94
64,91,155,-27,5824,0.70
5,17,22,-12,85,0.29
63,40,103,23,2520,1.58
64,53,117,11,3392,1.21
27,93,120,-66,2511,0.29
51,49,100,2,2499,1.04
85,70,155,15,5950,1.21
91,92,183,-1,8372,0.99
69,53,122,16,3657,1.30
3,31,34,-28,93,0.10
23,96,119,-73,2208,0.24
15,2,17,13,30,7.50
54,15,69,39,810,3.60
58,88,146,-30,5104,0.66
77,27,104,50,2079,2.85
21,46,67,-25,966,0.46
67,85,152,-18,5695,0.79
46,61,107,-15,2806,0.75
67,97,164,-30,6499,0.69
1,62,63,-61,62,0.02
83,63,146,20,5229,1.32
8,54,62,-46,432,0.15
2,28,30,-26,56,0.07
28,58,86,-30,1624,0.48
78,53,131,25,4134,1.47
4,70,74,-66,280,0.06
37,55,92,-18,2035,0.67
49,6,55,43,294,8.17
96,23,119,73,2208,4.17
90,7,97,83,630,12.86
14,59,73,-45,826,0.24
12,52,64,-40,624,0.23
45,32,77,13,1440,1.41
60,24,84,36,1440,2.50
58,6,64,52,348,9.67
15,68,83,-53,1020,0.22
68,50,118,18,3400,1.36
84,80,164,4,6720,1.05
6,29,35,-23,174,0.21
28,1,29,27,28,28.00
34,42,76,-8,1428,0.81
98,6,104,92,588,16.33
15,40,55,-25,600,0.38
87,73,160,14,6351,1.19
58,59,117,-1,3422,0.98
67,30,97,37,2010,2.23
69,5,74,64,345,13.80
31,42,73,-11,1302,0.74
84,11,95,73,924,7.64
95,87,182,8,8265,1.09
42,45,87,-3,1890,0.93
95,39,134,56,3705,2.44
67,93,160,-26,6231,0.72
69,51,120,18,3519,1.35
47,71,118,-24,3337,0.66
57,46,103,11,2622,1.24
57,2,59,55,114,28.50
25,40,65,-15,1000,26
3,4,7,-1,12,0.75
73,89,162,-16,6497,0.82
42,79,121,-37,3318,0.53
45,85,130,-40,3825,0.53
26,69,95,-43,1794,0.38
24,94,118,-70,2256,4
46,24,70,22,1104,1.92
7,88,95,-81,616,0.08
3,24,27,-21,72,60
59,58,117,1,3422,1.02
24,73,73,-49,1752,0.33
56,96,152,-40,5376,0.58
1,88,89,-87,88,0.01
55,96,151,-41,5280,0.57
49,75,124,-26,3675,0.65
55,56,111,-1,3080,0.98
78,13,91,65,1014,6.00
7,78,85,-71,546,0.09
1,80,81,-79,80,0.01
8,47,55,-39,376,0.17
51,76,127,-25,3876,0.67
21,79,100,-58,1659,0.27
81,39,120,42,3159,2.08
63,45,108,18,2835,1.40
41,76,117,-35,3116,0.54
51,68,119,-17,3468,0.75
85,54,139,31,4590,1.57
99,40,139,59,3960,2.48
94,94,188,0,8836,1.00
86,69,155,17,5934,1.25
91,75,166,16,6825,1.21
58,57,115,1,3306,1.02
61,44,105,17,2684,1.39
76,97,173,-21,7372,0.78
90,78,168,12,7020,1.15
4,8,12,-4,32,0.50
6,51,57,-45,306,0.12
74,44,118,30,3256,1.68
27,42,69,-15,1134,0.64
15,39,54,-24,585,0.38
59,59,118,0,3481,1.00
69,94,163,-25,6486,0.73
37,11,48,26,407,3.36
75,20,95,55,1500,3.75
1,23,24,-22,23,0.04
35,29,64,6,1015,1.21
43,77,120,-34,3311,0.56
82,10,92,72,820,8.20
70,71,141,-1,4970,0.99
56,59,115,-3,3304,0.95
17,80,97,-63,1360,0.21
73,34,107,39,2482,2.15
94,57,151,37,5358,1.65
8,47,55,-39,376,0.17
10,45,55,-35,450,0.22
1,88,89,-87,88,0.01
10,53,63,-43,530,0.19
68,44,112,24,2992,1.55
43,12,55,31,516,3.58
68,88,156,-20,5984,0.77
86,88,174,-2,7568,100
48,32,80,16,1536,1.50
80,86,166,-6,6880,0.93
17,68,85,-51,1156,0.25
32,50,82,-18,1600,0.64
98,56,154,42,5488,1.75
82,89,171,-7,7298,0.92
58,81,139,-23,4698,0.72
29,80,109,-51,2320,0.36
8,45,53,-37,360,0.18
31,76,107,-45,2356,0.41
11,58,69,-47,638,0.19
5,4,9,1,20,1.25
8,95,103,-87,760,0.08
75,34,109,41,2550,2.21
42,22,64,20,924,1.91
53,94,147,-41,4982,0.56
17,79,96,-62,1343,0.22
94,80,174,14,7520,1.18
72,23,95,49,1656,3.13
85,39,124,46,3315,2.18
44,39,83,5,1716,1.13
99,97,196,2,9603,1.02
4,72,76,-68,288,0.06
30,62,92,-32,1860,0.48
55,42,97,13,2310,1.31
15,93,108,-78,1395,0.16
54,11,65,43,594,4.91
9,58,67,-49,522,0.16
10,81,91,-71,810,0.12
27,6,33,21,162,4.50
41,14,55,27,574,2.93
82,17,99,65,1394,4.82
44,15,59,29,660,2.93
67,64,131,3,4288,1.05
88,13,101,75,1144,6.77
38,13,51,25,494,2.92
24,70,94,-46,1680,0.34
17,1,18,16,17,17.00
31,87,118,-56,2697,0.36
78,97,175,-19,7566,0.80
87,42,129,45,3654,2.07
96,8,104,88,768,12.00
4,16,20,-12,64,0.25
64,49,113,15,3136,1.31
40,17,57,23,680,2.35
37,100,137,-63,3700,0.37
18,59,77,-41,1062,0.31
88,94,182,-6,8272,0.94
30,87,117,-57,2610,0.34
64,15,79,49,960,4.27
42,10,52,32,420,4.20
55,34,89,21,1870,1.62
48,84,132,-36,4032,0.57
55,39,94,16,2145,1.41
9,38,47,-29,342,0.24
71,97,168,-26,6887,72
70,36,106,34,2520,1.94
21,64,85,-43,1344,0.33
100,32,132,68,3200,3.13
83,85,168,-2,7055,0.98
34,35,69,-1,1190,0.97
45,57,102,-12,2565,0.79
86,34,120,52,2924,2.53
35,77,112,-42,2695,19
90,1,91,89,90,90.00
84,18,102,66,1512,4.67
3,54,57,-51,162,0.06
16,4,20,12,64,4.00
46,71,117,-25,3266,0.65
70,82,152,-12,5740,0.85
22,37,59,-15,814,0.59
1,78,79,-77,78,0.01
67,98,165,-31,6566,0.68
55,50,105,5,2750,1.10
2,93,95,-91,186,0.02
58,49,107,9,2842,71
87,11,98,76,957,7.91
45,74,119,-29,3330,0.61
90,9,99,81,810,10.00
75,59,134,16,4425,1.27
34,51,85,-17,1734,0.67
32,60,92,-28,1920,0.53
97,15,112,82,1455,6.47
17,53,70,-36,901,0.32
33,1,34,32,33,33.00
4,84,88,-80,336,0.05
6,31,37,-25,186,0.19
26,28,54,-2,728,0.93
10,48,58,-38,480,0.21
94,28,122,66,2632,3.36
15,27,42,-12,405,0.56
65,51,116,14,3315,1.27
20,86,106,-66,1720,0.23
49,30,79,19,1470,1.63
80,91,171,-11,7280,0.88
65,85,150,-20,5525,0.76
96,60,156,36,5760,1.60
17,59,76,-42,1003,0.29
88,45,133,43,3960,1.96
11,70,81,-59,770,0.16
85,72,157,13,6120,1.18
88,74,162,14,6512,1.19
35,63,98,-28,2205,0.56
60,97,157,-37,5820,0.62
49,13,62,36,637,3.77
53,22,75,31,1166,2.41
76,23,99,53,1748,3.30
23,93,116,-70,2139,0.25
34,34,68,0,1156,1.00
3,60,63,-57,180,0.05
95,66,161,29,6270,1.44
64,41,105,23,2624,1.56
12,96,108,-84,1152,0.13
76,88,164,-12,6688,0.86
69,6,75,63,414,11.50
35,50,85,-15,1750,0.70
82,61,143,21,5002,1.34
86,82,168,4,7052,1.05
64,96,160,-32,6144,0.67
28,3,31,25,84,9.33
8,21,29,-13,168,0.38
29,32,61,-3,928,0.91
93,26,119,67,2418,3.58
87,41,128,46,3567,2.12
57,3,60,54,171,19.00
14,60,74,-46,840,0.23
79,76,155,3,6004,1.04
53,20,73,33,1060,2.65
16,16,32,0,256,1.00
13,27,40,-14,351,0.48
44,64,108,-20,2816,0.69
57,35,92,22,1995,1.63
100,62,162,38,6200,1.61
98,67,165,31,6566,1.46
55,73,128,-18,4015,93
47,9,56,38,423,5.22
71,8,79,63,568,8.88
27,85,112,-58,2295,0.32
20,13,33,7,260,1.54
85,54,139,31,4590,1.57
10,79,89,-69,790,0.13
63,92,155,-29,5796,0.68
83,28,111,55,2324,2.96
16,47,63,-31,752,0.34
42,98,140,-56,4116,0.43
51,5,56,46,255,10.20
49,9,58,40,441,5.44
92,8,100,84,736,11.50
65,23,88,42,1495,2.83
94,9,103,85,846,10.44
65,14,79,51,910,4.64
29,51,80,-22,1479,0.57
39,68,107,-29,2652,0.57
62,4,66,58,248,15.50
35,52,87,-17,1820,0.67
97,1,98,96,97,97.00
93,77,170,16,7161,1.21
13,2,15,11,26,6.50
56,29,85,27,1624,1.93
51,88,139,-37,4488,0.58
44,12,56,32,528,3.67
52,17,69,35,884,3.06
8,45,53,-37,360,0.18
19,56,75,-37,1064,0.34
68,20,88,48,1360,3.40
74,83,157,-9,6142,0.89
77,82,159,-5,6314,0.94
88,4,92,84,352,22.00
95,65,160,30,6175,1.46
54,80,134,-26,4320,0.68
29,61,90,-32,1769,0.48
83,38,121,45,3154,2.18
7,4,11,3,28,1.75
2,94,96,-92,188,0.02
61,76,137,-15,4636,0.80
7,17,24,-10,119,0.41
54,50,104,4,2700,1.08
31,96,127,-65,2976,0.32
11,100,111,-89,1100,0.11
60,11,71,49,660,5.45
87,96,183,-9,8352,0.91
46,61,107,-15,2806,0.75
92,94,186,-2,8648,0.98
87,15,102,72,1305,5.80
46,13,59,33,598,3.54
16,9,25,7,144,1.78
2,36,38,-34,72,0.06
2,4,6,-2,8,0.50
24,94,118,-70,2256,0.26
59,44,103,15,2596,1.34
28,89,117,-61,2492,0.31
74,11,85,63,814,6.73
87,56,143,31,4872,1.55
98,54,152,44,5292,1.81
74,58,132,16,4292,1.28
2,98,100,-96,196,0.02
3,17,20,-14,51,0.18
51,47,98,4,2397,1.09
51,75,126,-24,3825,0.68
24,82,70,-58,1968,0.29
63,94,157,-31,5922,0.67
16,37,53,-21,592,0.43
40,37,77,3,1480,1.08
78,13,91,65,1014,6.00
65,88,153,-23,5720,0.74
86,73,159,13,6278,1.18
6,11,79,-5,66,0.55
67,100,167,-33,6700,0.67
94,26,120,68,2444,3.62
36,62,98,-26,2232,0.58
27,84,111,-57,2268,0.32
1,7,8,-6,7,0.14
21,33,54,-12,693,0.64
84,47,131,37,3948,1.79
52,77,129,48,4004,0.68
93,35,128,58,3255,2.66
57,69,126,-12,3933,0.83
82,9,91,73,738,9.11
60,18,78,42,1080,3.33
30,8,38,22,240,3.75
60,39,99,21,2340,1.54
53,11,64,42,583,4.82
84,6,98,78,504,14.00
62,98,160,-36,6076,0.63
26,26,52,0,676,1.00
85,13,98,72,1105,6.54
79,54,133,25,4266,1.46
34,66,100,-32,2244,0.52
85,22,107,63,1870,3.86
2,73,75,-71,146,0.03
62,92,154,-30,17,0.67
5,30,35,-25,150,0.17
42,62,104,-20,2604,0.68
55,85,140,-30,4675,0.65
6,71,77,-65,426,0.08
6,47,53,-41,282,0.13
49,58,107,-9,2842,0.84
34,19,53,15,646,1.79
74,29,103,45,2146,2.55
43,46,89,-3,1978,0.93
